,title,review
1167,Squid Game,"I don't get the hype for this show, honestly. It's very predictable, and it doesn't feel original. I just feel like I was watching one of the ''Saw'' movies. However, I like the idea behind the show in an apparent criticism of capitalism society and billionaires in general. It can be a very tough reality to confront, but this show portraits the bad side of capitalism in a very depressing and violent way, as it should be.On the other hand, it's not that hard to criticize capitalism, it's actually a very easy target. It's almost a trend these days, with all other TV shows and movies addressing this topic. I'm not saying it is bad to address this topic at all. I'm really glad this is being discussed, I just feel that this topic isn't enough to make this show original or surprising in any aspect. It's surely not a virtue of this show.Squid Game tries to build tension on violence and death, just like GOT did. But GOT's tension is genuine, well-built, and really unpredictable (unless you read the books). The tension here is almost useless, since we all know how this is going to end, and the characters death become almost trivial throughout the show. We know who will likely win and who won't. Sure, there are some surprises/plot twists along the way regarding the characters, but it's not that mind-blowing anyway.Violence scenes are excellent! It's raw, straightforward and merciless. I also liked the cliffhanger in the end. I like how the main character wasn't conformed with all the violent events, and how he evolved to a more mature and dangerous person.The first season of Squid Game didn't impress me, but there's room to improve in possible future seasons. This show needs another season, not only because of the cliffhanger, but the narrative needs a better outcome, and the main character deserves a better legacy."
1168,Squid Game,"This is high octane, edge of your seat! I love Korean shows and movies so I wasn't surprised at the violence, however, the violence was waaaaaaaaay over the top. This show really tugged at the heart strings, only to be slapped in the face with another violent end. All in all, I think the movie is an interesting concept. It sure has twisted my memories of childhood games!"
1169,Squid Game,"Terefic irrelevent boring irritating
i am watching this show from last 12 days and finally today i end this series
genrally i play vedios on normal speed but for this i want 2x to 4x speed and finally i completed this show with infinite suffering thanks to my patience level one last thing i goona say about this web is increase my patience level."
1170,Squid Game,"The first episodes were predictable, and the last four very uncertain. The end indicates that there will be another season, which I sincerely hope for."
1171,Squid Game,"This reminds me of a lot of things; a mix of As gods will, Alice in borderland, Battle Royale, Kaiji etc. If you enjoyed those then you would like this series as well. Squid game is fascinating and keeps me on edge/ wanting more after each ep with how the games are set out it showcases a variety of Korean-style childhood games that I've never seen before. At the same time it can be a Melodrama that manages to provoke you emotionally and although it may be predictable at times it's definitely a enjoyable experience to watch. Not to mention players are interesting, with complex backstories and personalities. From a poor/ in-debt background they all strive with the same motive of money but at what cost? It's amusing to watch how everything unfolds but at the same time making you question a lot of things. I'm quite positive with how it left off that there might be a season 2 since there are a few things yet to be answered and revealed if so I wouldn't be surprised. Hats off to all the the people working on this project and the wonderful actors. Definitely felt like a roller coaster ride. Personally thought it was exciting, intense and satisfying watch for those who like this type of genres."
1172,Squid Game,"Full of illuminati stuff, praising socialism, communism and even North Korea in occasions, Nothing unexpected from Netflix. The script is full of flaws and characters are raw and empty so badly. Good idea in general but another attempt by brainwashing machine of globalists to prepare everyone for apocalyptic New World order. A real embarrassment for south Korea by China-owned Netflix."
1173,Squid Game,Amazing writing. Amazing acting. Amazing music. Amazing concept. The main reason why we connect to the show is the human nature element. Can't say much. It's just a show which is really good with just 2 adult scenes in it (in case you are willing to watch it with your family). Don't miss this. This is not the best show but a really good show.
1174,Squid Game,I just imagined this type of game in my mind only but never thought it will become real in series. And this series plays so much with our feelings for example - we want both players alive but one has to die and it hurts so much. I loved and enjoyed this series so much but the last three episodes were hurtful. And VIPs ruined it because of what shitty acting had done the VIPs. I am happy with the ending because Season 2 of Squid games will be coming soon next year.
1175,Squid Game,"Its definitely a 10/10 series, amazing performance by all actors!! Waiting for season 2 eagerly."
1176,Squid Game,"Despite all the cringey memes and Instagram/TikTok trends that made the momentum of this show tired, the show itself is absolutely brilliant. I watched this show twice in full already, both the Korean version and the English Dub version. Both were actually really well done. I normally don't like English dubs, but they actually did a very good job with the dub for this one (minus the red light green light song and a couple of the translations). All the characters are really enjoyable and played their parts so well. When you see them in talk in interviews, you can see they difference and how well they played their parts. They're all so likeable and I hope some of them can return for season 2 somehow. Even the 'villains' are a hilarious and the sweetest people in real life, so you know how well they acted. The makeup and costumes and sets were brilliant. When you watch the behind the scenes footage on how they filmed it and the emotion they actors put into it, it's just so fascinating.The story is both light-hearted and funny, but also very dark, deep and emotional. During and after each game, you feel the intense fear and grief that the characters are feeling and as the story progresses you feel that same uncomfortable feeling they do. The story has very deep undertones to the downfalls of how our society is and how the system takes advantage of our weaknesses and sets us up to fail.On top of the story, the story on how the show was created was really beautiful as well. How the creator wrote those show many years ago and no one would take it or fund it, how he lost teeth from all the stress, how he had no money. It's almost like he was one of the players in the game itself.I'm really looking forward to Season 2. I'm a bit worried though, because the creator didn't plan for a season 2 as he wasn't expecting it to be a global phenomenon, and he said he won't be writing season 2 on his own, it would be a team of people. So we'll see if they can keep the same deep quality and not ruin it."
1177,Squid Game,"The best way to describe this show is the feel of black mirror and the politics of parasite. I loved every second of this show from the characters,plot to the games,although I loved this show but please don't make a season 2 make this a one time thing it ended great and I feel like a season 2 would just drag the premise. Don't fall into the trap of other shows where the first season was brilliant but the later seasons were downgraded in quality."
1178,Squid Game,I feel very entertaining after saw this show.Very good web series.Thanksgiving to all team of squid game.Everyone should watch this show.The old man done a great job in this show.
1179,Squid Game,"One of the best series by netflix , Korean worked very hard and rollercoaster ride for cinema lovers , it can beat money heist easily."
1180,Squid Game,"This show seems simple at first, but later expands what makes it great. With endearing characters, story, and an interesting take on human nature. Showing what anyone would do for money. However, like a lot of dubs, there is a bit on uncoordinated lips. But that can be expected."
1181,Squid Game,"The Cinematography is good, not boring as a series."
1182,Squid Game,"I read disappointment from many about the finale of the series. A more decisive finale would just have ended the story (and the series). This ending, instead leaves the door ajar for a continuation. I hope this happens."
1183,Squid Game,"I have been a fan of Korean cinema for a long time. Thanks to Parasitie, Korean cinema has been deservedly been propelled.This show is the epitome of cinema from that part of the world. It is poigant, sad, violent, contains moral choices..it has it all. Throughly enjoyable. I do and don't want another season..it can easily be left where it ended."
1184,Squid Game,No story no script no emotion actors are really good this series made for children overrated series there is no goosebumps movement actors are brilliantly worked in low story bases series.
1185,Squid Game,"Character development was strong in this one. I binged thgis one so it really absorbed my mindscape for a few days. Left with a lot of ""what would i do if i was that person?"" the best character was the old man. Im sure if they knew of the success of this mini series they would have invested more in the props and locations."
1186,Squid Game,"Fun, different and inventive. Still have questions at the end of it all, which hopefully season 2 will shine some light on. Feel like they could've done it in fewer episodes with less filler, but still a lot of fun."
1187,Squid Game,"The Squid Game is the best series I have ever seen. Very cool storyline with unexpected twists and turns. The actors played their roles very well. The concept and the photography are top notch. Thank you for such a cool series, I advise everyone and look forward to continuing."
1188,Squid Game,"Simply a production of the highest level that inserts Korea as a power in the cultural industry. Excellent photography, outstanding characters, well-chosen cast, fantastic story, with a critique of liberal democracy. In my view, the main key to understanding the production and which I don't usually read in the reviews is that the viewer at the end wants the game to continue in a continuation of the series, that is, you and I are perverse just like the financiers and gamblers who entertain themselves by watching these deadly games."
1189,Squid Game,"Hey Hwang Dong-Hyuk you can't have it both ways!!This is the real world, this is real people being selected from the real world to enter a surreal world to play a game fabricated by real people who pay a lot of money to be entertained.The final demonstration of this unarguable truth is when 456 - a real flesh and blood human remember on planet earth - decides he is going to take a stand, be a whistleblower, and bring the whole grotesque vileness tumbling down.That's all fine BUT ...there is one episode where the real world crosses over into the surreal world of Squid Game, and that is when the VIPs come to town.This would have been a very difficult episode to pull off using ""real people"", think about that for a minute, the all too close to home, close up ugliness of it, so the director WIMPS OUT and we do not get ""real people"", we get an arm's length absurdist parody of the repulsive rich, a staged nonsense drawn from the director's imagination to replace that which was just too damned difficult to make real.Nuh! That's not ok.Hence so many people here complaining about the VIPS poor acting. But it not POOR ACTING that is the problem, the elephant in the room is the sleight of hand and dishonest depiction of the VIPS full stop.You can't do that, and maintain a unified aesthetic, artistic integrity.Make an MC Escher style world full of every kind of fantasy and excess by all means, knock yourself out, but don't ALSO bring the real world - the real world THAT IS ACTUALLY RUNNING THE SHOW inside and turn it into masked comedy.You'd have been better off keeping observers off the premises altogether, shadowy mysterious figures watching from afar via technology.THAT would have been REAL... and may I say, a lot more spooky.Overall, I'm truly amazed at the plaudits for this show, the raving, the buzz, the wow!!! The omggggs!!! The attention on SM....yes it is bingeable, it is easily addictive, and there are some great performances too, but I honestly think COVID has left the community desperate for distraction for people to be responding to this as they are.Bit sad really.Can only give this one star, because as the old saying goes, a chain is only as strong as its weakest link."
1190,Squid Game,"Certainly an intense experience. I would add Horror to the list of genres this resides in. It probably has more in common with SAW and HOSTEL than HUNGER GAMES, nonetheless it is original in its overall aesthetic. The series could have benefitted by shortening it by a couple of episodes and leaving out certain subplots and storylines of characters that die a few minutes after we learn a great deal of their backstory through long soliloquy's . None of that overwhelms the overall impact however and I highly recommend it."
1191,Squid Game,"8 out of 9 episodes were fantastic. I was addicted. Would have given it a10 but the last episode👎🏻
Come on guys! Make the wrap up understandable and satisfying."
1192,Squid Game,"Everyone is a pawn (or ""horse in a race"") in the game of capitalism, the pursuit of profit at the expense of all else. Squid Game is a grand allegory, told as if a fable by which children learn the fundamentals of right and wrong.There are no heroes here, everyone who plays the game is a victim, losing something essential to a fundamental of life: that happiness is not revealed in what you own or control, but in how much appreciation and concern one has for the world, for others, during one's short life.Yet even the 'good' people cannot escape the snap jaws of the capitalist world - those who benefit from it become twisted and inhumane exactly as much as those who are sucked dry to feed its insatiable thirst for more and more and more.Squid Game is fascinating, heartbreaking, never mawkish, preachy or trite - it reveals the animality of a system where only a very small few 'win', and even these winners bring nothing of actual value to the world. So everyone loses. And the moral seems to be, the players will change, but as long as the game exists, it will continue to be played.At one point the players are told that 'here everyone has an equal chance'. This summed it up for me - the two-edged sword, on the one hand a lie; that any beggar can become a king with hard work and the right connections, on the other - the truth - that we are all capable of the brutality, egotism and rabid self-interest required to gain enormous wealth.Watch it in the original Korean with subtitles on. The acting is superb and the English dub is awful."
1193,Squid Game,The characters are extremely unlikable the acting is absolutely a joke it's almost like a five year old wrote out the script and the dialogue. There is nothing likable about this show it's absolutely a joke I think people are giving it high ratings just to be annoying.
1194,Squid Game,"It is an ok show nothing that great - typical netflix show.Feel free to watch it, but let the the high rating/reviews inflate your expectations
Nearly everything was really predictable and the things that weren't were of no consequence."
1195,Squid Game,"A very slow series, there are many much better Korean series/ films if you want to watch foreign films. Just don't bother with this one - the acting is poor, the dubbing is awful, and the ending is an absolute mess!"
1196,Squid Game,"Wonderful acting and great suspense, old wine on new bottles maybe, but tapped in a way that will surprise you all the time.Please watch it with the Korean voice acting and not the dubbed English, no matter your native tongue, it will give the show much more depth for you.I absolutely loved this series until the episode where the vip's came along and almost completely ruined it for me. Still good, but they took it down at least a few stars."
1197,Squid Game,"I watched this because of the hype. Well, I was disappointed, to say the least. There were some good moments, the cinematography and sound design are pretty good. But all of the rest is very weak. The script is horrible with stupid dialog. Folks are horrified from the deaths they have witnessed and then 5 minutes later they are laughing and chatting nonsense to each other. They always forget where they are and what's happening and then get super surprised when seeing the next challenge. Pair this with B-movie-style acting. Over-dramatization of emotions during simple dialogs and then complete indifference to the events that just unfolded minutes ago. And don't get me started on that woman who slept with the gangster.The place feels like a caricature from old Bond movies with a laughable supervillain. The VIPs with the animal masks? Seriously? The minions in Fortnite costumes with symbols taken from the PlayStation controller... It's so cringeworthy.... Above all that is the grand scheme of the plot with zero twists. All movie is predictable from start to end and because of that, some scenes are so long I wanted to stop watching. The moment when the frontman unveils his face and we knew who he is like 2-3 episodes ago... And then he slowly takes off the mask so that we can see a random guy. So dramatic I laughed. I think I know exactly what will happen in season 2, but I don't even care."
1198,Squid Game,If only it could be watched without the VIPs. Seriously a major let down and distraction from the core premise of the show. Boo.The show overall is good. Not believable in how the masked men behave inconsistently towards the players.
1199,Squid Game,Acting is good no doubt but this thing will make you selfish and voilent . The man who wrote this story should be punished for writing such a plot . Human life exploitation at it's best .
1200,Squid Game,This is a hard movie to watch but something that could happen in real life too. Good acting by the main characters.
1201,Squid Game,"I loved this, I'm a fan of shocking movies. Example original old boy, audition and ichi the killer.Hard to find anything like them. So I was happy to see something along those lines on netflix! Very enjoyable, only part that didn't allow me to give a ten was the vips I feel there could have been more to them BUT I'm wondering is this open for more series in their regions? Games that they host? Who knows... but I'm excited for more... I hope it goes ahead!"
1202,Squid Game,"One thing I was sure of, was that the Battle Royale genre was ridden with poor scripting and substandard acting, so I never did watch any of them. And having heard Squid Game being heaped together with Battle Royals I couldn't care less about, I begun watching with low expectations. And what a horribly pleasant surprise it was! You'll get character depth and story structures you wouldn't expect from the genre. Maybe it won't live up to the hype for Battle Royal aficionados, but for the casually curious ones, you need not to worry that this will be a waste of your time. I gave 10 out of 10 as Squid Game expands the survival horror genre in general, and obviously raises the bar for the sub genre of Battle Royals."
1203,Squid Game,"Great series! Story, characters, setting, and mood was nice. Except for the actors who played the VIPs. That was terrible acting and it could have been better casted and directed. But all in all, season 1 was great!"
1204,Squid Game,A refreshing mixture of many genres to form a brand new standard!No spoilers here because this is one to watch and explore for yourself!I'd just say this much that I watched this by chance and been watching for 6 hours straight!Definitely one to watch!
1205,Squid Game,"I appreciated the importance of Squid Game taking on the inequality and cruelty of Capitalism for the first half of this series. Then things got muddled. The plot becomes full of holes and dead ends. We find out that the only motivation for the Game was some bored, over-rich friends looking for fun, That's all. I was really expecting something original.Most of the characters never developed any subtlety. We are left with the Bully, the Greedy guy, the Crazy Lady, the Cool but Wise Young Women, the Clever Old Man, the Loser with a Heart of Gold, and a hundred Heartless Minions with no apparent backstory. And the VIPs were just comical.Squid Game cries out for a second season to explain all the lingering questions about the origins and motivation of the people who started and ran the Game. But I don't think I care enough about that to sit through another few hundred horribly cruel deaths again."
1206,Squid Game,"It is a fantastic thriller series. First episode itself set the tone of the series and throughout the series I didn't have a dull moment. Now, I am eagerly waiting for its sequel."
1207,Squid Game,"Over 400 ""life losers"" are drawn into a violent game from which there can only be one survivor, who will walk away with $45.6 billion Won (South Korean) or $38 million (US) dollars. They are sequestered in a lockdown building from which they cannot escape. Every day is a different contest - the winners advance to the next day's game - or they die. Simple. The contestant population is shaved down daily and winners develop complex relationships with their fellow survivors, running the gamut from helping each other stay alive to killing one another. Life is very iffy: one's closest companion may kick them into a pit. This program pulled me right in - I was immediately permeated with ""what would I do?"" emotions. I had to force myself to watch only two episodes a day so I could savor this program overnight.10 stars from me. Easy."
1208,Squid Game,To me the highest point of this series was when it reaches the tug off war stage 😀simply superb !!
1209,Squid Game,"Squid vs SawSquid Game was dark, weird and I wanted more!The games reminded me of the Saw movies - live or die, make your choice... or in this case; play properly or die, make your choice.Most games were exciting, except for the marble game. I found that a little bit long and the players waffled on a bit with their personal stories. (I fast forwarded those parts).Bring on more games, less waffling on, and more strategic twists rather than the in depth story lines of the players involved.If you're bringing out a season 2, I'd love to see intense games that go for longer."
1210,Squid Game,I was expecting more from all the reviews. It's a good mid ground show. Nothing ground breaking but not bad either.
1211,Squid Game,"So there's no denying that this is an entertaining show but come on people - what's all this hype about?!? The storyline itself is fairly unoriginal - although different...there are other movies based on a similar story (people playing a game against each other, resulting in death, secret societies, delving into humanities primal response to self-preservation etc.) and for the most part I found it totally predictable! Again - don't get me wrong...I enjoyed it - it was easy watching and a pleasant enough weekend binge but I genuinely do not understand the hype...there are far greater shows that deserve more credit than this. So in conclusion - watch it for yourself...but don't expect it to be mind-blowing.P.s. The dubbing is awful - please watch it in Korean with subtitles...much, much better!"
1212,Squid Game,"Imagine Game of Thrones. The first 6 seasons were awesome. Well the first 6 episodes of Swuid Game were too. Then it got dumb. Lost the plot, and resolved zero plot lines."
1213,Squid Game,"I started watching episode 1, got about halfway through and turned it off because of the terrible Voice over work and over acting. But I kept reading things about it being so good so I turned it back on and I did get sucked into it. But maybe it was more like a train wreck that I just couldn't look away from. Since I'm left not knowing whether I even liked it or not, I gave it 5 stars."
1214,Squid Game,Really bad ending 👎👎👎🏻 Good start bad ending. I have nothing more to say . Why the he'll does he want to return after he has won so much ??? He should instead pay his depts and enjoy the life .
1215,Squid Game,"Thought it'd be more intellectual but just a lot if violence, gore, bad acting, and more violence. Called the main plot line in the first show. If the games were more thoughtful, this could have been good. And suicide so many times? Organ harvesting? Geez, check more boxes.Skip it."
1216,Squid Game,"I have to say i have mixed feelings. I watched it with my wife, while we were also watching Sneaky Pete .We were doing it one episode from each one. My wife was grabbed by this one and wanted to saw the end, i was less enthusiastic about it.The plot is reasonable , the actors are good with a bit of overacting here and there ,the korean it´s a weird language and i saw it on korean with subtitles. I think this is more hyped because it came from Korea and people tend to find it exotic.Overall to me it´s a 6. For my wife i think she would give a 8 or 9."
1217,Squid Game,"The acting and character development from the main cast is outstanding! The storyline was AMAZING. I was hooked straight away.It would have received a 10 if the VIP acting was better, they were shockingly bad and sometimes hard to ignore.And there were also little things that were never finished/explained:
The coughing morse code from 28 to 29.The battery life of 29's phone, even the leader uses a landline.The police chief definitely caught some of what the police guy (29) was saying on the phone. Why was no back-up whatsoever sent to his location?Why did the last guy give up after just being bit in the leg but 456 was stabbed twice and able to fight and win? I'm guessing that he just gave up and wanted 456 to win?The married couple that returned and acted shocked that only one of them could leave alive. They knew there could only be one winner in the end.I was super gutted that the girl was randomly impaled by glass (why did they blow up the glass, it could have killed all three finalists, risking losing a final winner).Was 001 called number 1 as he was secretly the winner. Did he secretly want to let 456 win? Did he allow it to happen? Isn't that going against the ""fairness"" of the games?456 winning Squid Game as a child in the first scene in the pilot episode, totally ruined the series, I KNEW that would be the final game, so it was OBVIOUS he was going to win. I still enjoyed the ride, but it was something that at least should have had a flash back too during the last game, as I haven't seen anyone else make this comment; did they forget about it?His hair looked awful red. That is all.Why did he suddenly become impulsive and want to hunt down the gamers? Will their be a season 2? I don't understand how he thinks he can take them down; the police don't believe him and the leader/VIPs are billionaires so can hide everything/kill everyoneHe abandoned his daughter AGAIN.He was going to ditch the prize money AGAIN.When the first group of people were released, the prize money was meant to go to the bereaved families, but when the majority returned, the prize money remained. Does this mean they were lying? (because they secretly lied about a lot!) or was this a plot hole oversight?The leader said to keep an eye on those who didn't return to the game from the first round, but if I'm correct, nothing came of this? I was expecting it to flash outside every now and then, tracking those people down?One of the masked gang mentioned to 29 that if the top door in the tunnel ladder thing opened, the bomb would go off... 29 opened it later in the series whilst grinning at the leader, but no bomb went off? I was expecting a massive explosion to go off at any point as this was planted in our heads, but never happened. Bit disappointed with that.How did that annoying woman survive? When asked to partner up, she was left alone, why did they let her survive? But she was a weak underdog? That makes no sense... she survived the round but didn't have to compete?The police man that just dumped the diving gear on the rocks (that was being tracked), I kept thinking ""chuck it in the water so they're thrown off"" but no, he left it there and was easily found.Another police man one... He was trying to find his brother who had been recently untraceable. His brother was the leader... who had clearly been there a long time. How does this work? Or had he only ""disappeared"" during the latest games. This definitely needed more explanation.Now that I think about it, there were A LOT of plot holes, but during watching it and before I started analysing it, I thoroughly enjoyed it.I would recommend and likely watch again! I love geeking out like this; that's how I know when I've loved something; when I can't stop thinking and analysing it!"
1218,Squid Game,Quite the unique show. I was hooked from the first episode. Haven't binged something in a long time but could not stop this one. Totally out of the box creatively. Loved it. Give it a watch.
1219,Squid Game,"It was good but we live in a bandwagon society so of course people are making it seem better than what it actually is. The ending was lame, which brings the rating down."
1220,Squid Game,"This is not as provocative as they want this to be. Many books and stories have the same genre of ""all humans are capable of doing bad things when pushed too hard""."
1221,Squid Game,"Squid Game is a brilliant metaphor for several things, but especially capitalism. 456 broken and bankrupt rats are set on a deadly race for a vast prize in an absurd and cartoonish version of hell. And who would willingly leave hell if there was even a chance, however outlandish, that staying might suddenly make them a billionaire? Very little of this series otherwise makes sense, and it makes an absolute meal of it.There are similarities to shows like Battle Royale or Alice in Borderland, but Squid Game does a much better job of making characters believable and likeable. Even passing characters feel like actual people, so you care for the thirty seconds or so that you get to know them before they pass.The design of the show is brilliant, the performances are all excellent. The danger feels real and the jokes are genuinely funny. I'm only on episode 2, but I love this show already. Personally, I like it better than Alice in Borderland.EDIT: Just very quickly, a lot of reviews on here are mentioning the cringeworthy acting and dialogue of the VIPs. I agree, but I think there must be a reason for this. It seems unlikely that the same people who cast, wrote and directed all the other terrific performances suddenly lost the ability to cast, write for and direct non-Koreans. It seems more likely their relative cartoonishness had a specific meaning and purpose... even if we haven't figured out what it is, yet."
1222,Squid Game,"Held in suspense throughout, a furious desire to click on ""next episode"" as soon as it ends ... The atmosphere totally shifted between the cruelty of the games and the aesthetics of the naive and childish colored sets, as well as the very soundtrack. Focused on classical music while acts of a nameless barbarism take place before our eyes... To watch in original version even if we do not understand anything in Korean so as not to miss the great actingThe ending foreshadows a season 2 while being relatively surprising as to the identity of the creator of the game. A few small questions remain, but nothing important enough to be disturbing.A great discovery that I recommend without hesitation if the big spurts of blood don't bother you too much."
1223,Squid Game,"Warning do not watch the trailers do not read the reviews
Just watch don't spoil it for yourself
It is a must watch series
In the beginning it was slow but as everything kicked off and started omg I was on the Edge of my seat non stop binge watched it all I had work the next morning at 2am I couldn't stop watching I had no sleep.So must effort put into making it!"
1224,Squid Game,"I really like Squid Game. Terrific acting, visually amazing, and fully engaging with a pure-hearted main character walking through hell. Also, the directing was outstanding. I hope there will be another season."
1225,Squid Game,"I managed to watch it for 15-20 minutes. Bad acting. Hysterical.In the first 15 minutes you should at least get some indiction that this may be worth watching. It could be a surprise (like the first minutes of the ""Travellers"" or ""The Blacklist"") or the beautiful settings (like in the Shire in LOTR) or familiar but at same time alluring and somewhat sinister (like the first Alien movie and the Fargo series).This is nothing like that. I can't imagine it becomes any better. And then keeping in mind that some reviewers even think the first episode is okey, while it then goes worse. Brrrr.... Stay away."
1226,Squid Game,"It's decent but does it justify the hype? I'm not too sure. I have found Korean shows/movies (Squid games, Parasite) to be slightly overhyped for some reasons. They are different and creative, for sure. Well done to Netflix's marketing team."
1227,Squid Game,It's very exciting and unexpectedly super! Watched twice in a row. Don't hesitate and check it out.
1228,Squid Game,Not at all bad. But went down pretty fast. Horrible vips horrible end to the story. Very flawed but still interesting and intriguing.
1229,Squid Game,It's worth a watch but the VIPs were terrible in acting.
1230,Squid Game,"I found it amazing through and through. Very emotional, I felt horrible during every episode but I kept watching and found the suspense amazing. Well done."
1231,Squid Game,I enjoyed watching the series but it's just way overrated.
1232,Squid Game,Absolutely amazing show. A must watch for people that can handle it. Episodes are always interesting.
1233,Squid Game,"First the VIP acting was hilariousSecond Netflix typical this show does not end after one season (at least it's clearly implied), even tho it clearly should or could have ended. I can't stand it when great concepts are ruined like that!"
1234,Squid Game,No matter how the direction of this show is but it's not at all good to villify the life so casually.(In the last episode they are trying to justify it too.) Wrote this because review was short.
1235,Squid Game,"Life is no longer any fun when you are too broke, but so it isn't either when you are too rich. Those two extreme worlds meet.Money is not what makes life worth living, after all - could you do whatever it would take to achieve a big amount of money so you never would have to think amount making more money in your life?The old man says, fun is what makes life worth living, when you are a kid you can spend hours and hours and completely forgetting the time, by playing fun games with your friends. When you are too rich those small things you had before that gave life pleasures, such as food, etc. Just wont reach anymore it won't be enough. -Do you lose motivation too much, when you have a table full of almost endless possibilities that you now no longer have to work for in order to slowly achieve?But instead to just live in the present, have enough in the little things in life, and with good company?They are just free to be, just exist, no stress, or... so that was a reality as a kid that is, according to this tv series.Another man says: I am not a horse, we are not horses. For you to bet money on. Our lives are not for your entertainment. (so he did himself in the past as a way of an ""income"", ironic huh.)
When rich men get too powerful and too bored with life, when life is too easy; even so when one of them at least risked his own life more or less by participating in the game himself as well."
1236,Squid Game,Better watch Escape Games type movies that woudl save your time and atleast its like not full waste of time but if you don't watch movies alot then that would not be the case then could make your days.
1237,Squid Game,Am I mad that I watched it? Nah. Would I recommend to a friend? Also nah. I don't get the hype.
1238,Squid Game,"Absolutely fantastic series. Strong memories of the classic 00's Japanese cult classic Battle Royale.In a strange way it's a comforting season to watch. (Now, hear me out!) As we are aware of how many games are to be played, we are able to prepare ourselves each episode for the next game.Of course somewhat predictable storyline with the detective brother and front of house man. That's the second storyline, we need to distract us from the main.I'm not the only one who cried their eyes out when Ali the old man died. We wanted to the good guys to win!Although the protagonist isn't too likeable at the beginning, his character growth is excellent and looks badass with red hair.Cinematography was beautiful. The mash up of bright and dark colours, went so well with themes of the show.Like most films/shows, it's better in the language filmed in, with subtitles. The dubbed version was absolutely fine too!Ending was brilliant. Iconic anime antihero going to get some vengeance.Hoping for another season, great show. RIP sweet Ali!"
1239,Squid Game,"Must watch. In my personal opinion this is one of the best series I have watched. It takes you breathless from start to the end. Every episode is a trill and enjoyment. I wish american series are like this, but unfortunately most of them these days try to milk it to the end and spoil everything they make. I am so glad that someone actually rise above Hollywood. It was about time !!!"
1240,Squid Game,"We make poor choices in life. That's the truth. But we must learn from them.This show is about a man, Gi Hun, who isn't really down on his luck but more so just plain stupid. That's the first episode. Instead of buying a present for his daughter he chose to gamble away the money and if that couldn't get worse he doubles down.This show is like that, endless repetitive doubling down. Which makes it... nonsense. Completely.I'll explain why. From the get go, the audience (in this case, me) find it difficult if not impossible to root for Gi Hun because he actively and knowingly create situations where he will lose. He's gambling-addict I get that. But to take money from loansharks, then gamble that away and proceed to waive his physical rights (is that even legal) is whole another level of stupid. Fast forward little bit he meets a mysterious person working for the squid game in recruiting players, the man invites him to play a game where they will bet serious money (that Gi Hun does not have) and we find ourselves yet in another situation, Gi Hun gets completely slapped left and right because he cannot pay yet he continues to gamble and winning once, he is completely satiafied.Now we find ourselves in the squid game where players have a chance to win billions. But after the first game with hundreds of players die, they vote to end the game so no one gets anything and get to go home.This is where the internal logic of this show falls apart. Supposedly everyone is in it for the money and after going back to play again they are completely ready to die. Only they are not ready to die, they think that they have a better chance here than they do in real world.It gets worse, they are made to believe that the games are fair but they are not. As some of the players brought contraband, one player is the mastermind behind, and one player knows the next game.Only one person in that group gets punished, rest did not face any consequence.Fairness is thrown out the window.Rules are arbitrary (front man/vip shows his face but the rest cannot?)Sacrifices are made meaningless because it's either the person who sacrificed is alive, or the person who gets saved dies.One ordinary cop can get through security but the police has not caught a whiff of squid game?In the end this is just another death game show with poor worldbuilding. Poor choices."
1241,Squid Game,"Idk why there is so much hype about this series. There is only thrill in one episode where they have to cross bridge made of glass. Thats it. No any thrill , slept 3 times between episode 1-4.. restarted again and finished after 4th attempts."
1242,Squid Game,This series started very strong. The first 2 episodes were excellent.It had enough jeopardy to make it interesting and the main characters overall were well conceived with some nice twists to the story.Unfortunately this was inconsistent and later on some episodes were a little dull with some predictable scenes and some great ideas that were suddenly cut short. Overall I would recommend this show as a decent watch although it's going to have to work hard to tighten up the story telling if there is indeed going to be a sequel.
1243,Squid Game,"It's was great until
The last episode
it deserves 8 but let's give them a chance for now."
1244,Squid Game,"Seriously don't watch this. You really don't want to waste your time watching this. It wasn't bad until the last episode, but they made the worst finale you've ever seen to get season 2. Trust me and don't watch."
1245,Squid Game,"Binged it in 2 days..just couldn't get off my chair ! It's addictive.... Many life lessons and harsh realities around how 'money' manipulates our whole life, expressed in a simple way.""Those who have too much money and those who have too less are both in the same boat...."""
1246,Squid Game,I can't wait to forget about this show so I can watch it all over again. Yep the actors who played the VIPs sucked I just wanted to skip those parts and some other boring bits but you have to have them for the storyline but the games... I'm never giving anything away. I reacted out loud every time a game was revealed and yelled at the screen for them to choose something else even though I was wrong every single time. No one I know was willing to watch this show so it killed me to have no one to discuss it with. That's why I do these reviews.
1247,Squid Game,"For me is the best Kdrama in Netflix. So refreshing, thrilled, gore at the same time. Is really mind blowing. 2 thumbs up for this drama!"
1248,Squid Game,"My God the actors who potrayed the VIP people cannot act. I cringed everytime they said a line. It felt like they were just reading them. Even the intonation was off. It was like when we were kids and had to read a play in class and we exagerated the intonation. Terrible, just awful."
