,title,Topic,summary
479,"서른, 아홉",Topic3,네가 나지막이 틔운 그때 봄의 꽃은 매년 빠알갛게 피어나고 있어 매년 겨울 너와 봤던 눈은 아직도 하얗게 내려 그래도 난 그때 너랑 같이 본 꽃과 눈이 더 예쁘고 포근했던 것 같아 그때가 참 그립다 보고 싶다 아주 아주 친애하는 너에게
480,슬기로운 의사생활,Topic0,갈수록 아쉽더니 결국 결말까지 아쉽네 키스신 하나 보려고 회를 기다렸던 느낌이랄까
481,슬기로운 의사생활,Topic0,동화책 속 세상이 여기에 존재하는 듯하다
482,슬기로운 의사생활,Topic0,세상엔 다양한 봉사 방법이 존재한다는 걸 이제서야 깨닫는다
483,슬기로운 의사생활,Topic0,그저 편안하게 보기 좋은 드라마 의학 드라마라고 따지고 들기 시작하면 끝도 없이 거슬리니까 그냥 정신 놓고 웃으면서 보기
484,슬기로운 의사생활,Topic0,엄마들이랑 같이 울고 웃고 연우엄마 승원엄마지우엄마
485,슬기로운 의사생활,Topic1,그간의 의학 드라마와는 달랐던 드라마네요 병원에서 살아가는 사람들의 이야기가 담긴 휴먼다큐 같은 드라마라서 색다르면서도 재미있는 작품이었어요 시즌를 기다립니다
486,슬기로운 의사생활,Topic1,그래도 이런 드라마들이 많아야 현실에서의 불의를 이상하다고 여길 수 있지 않을까 작품성은 떨어진다 해도 무의미하진 않다
487,슬기로운 의사생활,Topic1,언제 만나도 다시 살로 돌아갈 수 있는 사이디테일 캐릭터 관계성 모두 좋다 그래서 빠져들고 밤도 새고 정말 재밌게 봤다 그래서인지 더 아쉽기도 하다 늘 비슷한 이야기를 맴도는 것 같아서
488,슬기로운 의사생활,Topic1,현실과는 너무 다르다는 의견들에 동의한다 그래서 이 드라마가 그들에게 판타지가 아닌 롤모델이 되길 간절히 소망한다
489,슬기로운 의사생활,Topic1,특별한 건 없지만 병원 얘기는 눈물이 나올 수밖에 거기에 더해진 매력적인 캐릭터 설정
490,슬기로운 의사생활,Topic2,신원호 감독의 다른 작품들처럼 그냥 편안하게 앉아서 혹은 밥 먹을 때 혹은 딴짓하면서 틀어놓기 좋은 드라마
491,슬기로운 의사생활,Topic2,이상적이어서 비현실적이지만 매력적인 캐릭터들
492,슬기로운 의사생활,Topic2,담담한 전개 담백한 로맨스 깔끔한 감동포인트
493,슬기로운 의사생활,Topic2,재미와 진지한 부분이 나뉘는 부분이 명확해도 그 부분들을 잘 살려내는 각본 연출 애드리브 연기까지 완벽
494,슬기로운 의사생활,Topic2,매력적인 캐릭터로 맛깔나게 잘 만든 휴먼닥터극
495,슬기로운 의사생활,Topic3,겨울 정원 이어져야 되는데 안정원 이대로 신부되면 천주교에서 입장 발표하세요 하느님 사랑합니다
496,슬기로운 의사생활,Topic3,내가 의사생활 하는 듯 재미있다 조정석의 애드리브 마음에 들고 있을 것 같지 않은 있는 듯한 이야기로 다섯 명의 우정이 돋보인다
497,슬기로운 의사생활,Topic3,개인적인 소망이고 바램인데 익준이와 송화의 러브라인이 없었으먄 좋겠어요
498,슬기로운 의사생활,Topic3,기승전결은 없지만 정말 의사생활 간접체험 그냥 의사도 아니고 슈퍼멋진 영앤리치앤핸섬앤프리티앤퍼펙트 계속 뭉클하다 늙었남
499,슬기로운 의사생활,Topic3,지친 하루 속 나에게 위로가 되어 준 드라마다 특히 정원쌤 따뜻해서 좋다 웃는 모습이 참 예쁘고 다정한 말투 아이를 사랑하는 모습이 정말 좋다
500,D.P.,Topic0,이 작품을 과연 재미있다 라고 표현할 수 있을까 마지막편 보면서 보고 나서도 내내 씁쓸했는데 이게 재밌다고 느껴진다면 마지막 화의 타이틀 제목과 닮아 있는 게 아닌가
501,D.P.,Topic0,여자도 군대 가라는 뻘소리보다처럼 이해 잘 가게 군대의 부조리를 알려주는 게 사회를 바꿀 수 있지 않나
502,D.P.,Topic0,군대는 비정상이 정상이고 정상이 비정상인 게 군대라고 하사관이 나한테 그랬었는데
503,D.P.,Topic0,군대는 너무 잔인하고 잔혹하다 탈영병들의 사정이 너무 딱하다 그들의 죽음을 보는 심정은 어떨까
504,D.P.,Topic0,구교환 구교환 구교환 구교환 구교환 정해인 정해인 정해인 김성균 김성균 조석봉
505,D.P.,Topic1,그냥 그래도 되는 줄 알았어 그 말을 들었을 때 느꼈던 갈길을 잃어버린 분노 허무함 몰아치던 감정들을 무엇으로도 설명할 수 없다가 해하는 사람은 이유가 없었고 피해받는 사람도 이유가 없었는데 왜 왜 누군가는 이토록 힘들어야 했을까왜
506,D.P.,Topic1,애초에 군대라는 곳은 미화될 수 없는 곳이다왜라는 생각을 해야 한다고 청자에게 계속 전하는 이야기의 힘이 큰 작품장이에 이어 내가 좋아하는 작가들이 알려지고 있는데 왠지 씁쓸허다
507,D.P.,Topic1,재미는 있지만 절대로 웃기지는 않는 누군가에게는 매우 무섭고 누군가에게는 매우 불편할 군필자라면 대부분 공감할 우리들의 이야기
508,D.P.,Topic1,군대에 있는 뉴스에 나오는 현실적인 폭력 현실적으로 표현하여 좋았다 드라마 자체도 재밌었다
509,D.P.,Topic1,폭력의 씨앗을 보았던 어떤 날이 떠오른다 미처 이해하지 못할 감정들과 현실을 부정하는 숱한 감정들이 회 내내 마음속을 휘젓는다 아프다 많이 아프다 하지만 이것이 현실이란다 우린 뭐라도 하는 내가 네가 될 수 있을까
510,D.P.,Topic2,기대 이상의 탄탄한 시나리오와 연기
511,D.P.,Topic2,좋은 대사들과 미친 연기력 그 중심엔 봉디쌤
512,D.P.,Topic2,와우 진심 황장수역 배우 같아 보이는 연기쩐다
513,D.P.,Topic2,연기 스토리 연출 빠지는 거 없는 년도 최고 드라마
514,D.P.,Topic2,꽉 찬 드라마다서사 연기 연출 전개 질질짯네
515,D.P.,Topic3,군대에서 피어나 사회까지 자리 잡은 뿌리 깊은 폭력
516,D.P.,Topic3,우리 모두 괴로운데 아무도 그걸 인정 안한다 상처가 있는 것을 알리는 순간 언제 저 하이에 나들이 물어뜯을지 모르니까 이 드라마가 많은 공감을 받고 있다는 것은 다들 깊은 곳에 피가 철철 흐르며 아직 아물지 않았기 때문이겟지
517,D.P.,Topic3,이토록 폭력적인 세상에서 처절하게 또 그렇게 폭력은 폭력을 낳는다
518,D.P.,Topic3,어린 시절부터 시작하는 오프닝에 우린 모두 부모님의 자식이었음을 뉘우친다
519,D.P.,Topic3,진짜 잘만들었네 아직도 부조리가 저리 심하구나갇혀 있는 상황인데도 에효회차마다 다른 에피 다룬 것도 좋았고 재미있었다 아 생각해보니 정해 인구 교환 둘 다 군인 역할했었지
520,사랑의 불시착,Topic0,언제 히트칠지 잘 알고 파악을 잘한 드라마
521,사랑의 불시착,Topic0,그래 진짜 손예진 현빈 안 사귀면 유죄 다 유죄
522,사랑의 불시착,Topic0,현빈으로 시작해서 구승준으로 끝나는 드라마 모든 걸 다 걸어던진 건 리정혁이 아닌 구승준이었다
523,사랑의 불시착,Topic0,현빈 손예진 점수가 반 현빈 진짜 잘생겼다 후
524,사랑의 불시착,Topic0,손예진이 너무 예뻐서 끝까지 봄현빈과의 캐미도 한몫
525,사랑의 불시착,Topic1,촌스러울 뻔할 수 있었던 소재를 꽤나 좋은 캐릭터들로 흥미롭게 구성해 냈다
526,사랑의 불시착,Topic1,음악이 다른 작품 떠올리게 한다 했더니 음악감독님이 똑같았구나
527,사랑의 불시착,Topic1,방영 당시 너무 유치해서 화보다 말았는데 지금 너무 현실성 없어서 재밌게 다 봄
528,사랑의 불시착,Topic1,현실성제로이지만 유쾌한 스토리로 감동과 재미가 공존
529,사랑의 불시착,Topic1,말도 안 되는 스토리인가 알지만 몰입이 미쳐 일 동안 다 봐 버렸다 스토리가 부족했다는 거에 공감하지 못해 자존심이 조금 상하지만 충분히 설레었는데 어떡해
530,사랑의 불시착,Topic2,현빈 인생 캐릭터리 정혁 보름아 엄마가 빈오빠 보면서 태교했다 이 정도로 봤음 현빈반만 닮아서 나오쟝
531,사랑의 불시착,Topic2,재밌다손예진 배우님의 매력을 이제야 알았어요
532,사랑의 불시착,Topic2,유치한데 재밌는 걸 인정하지 않을 수 없다 하나 빠지는 게 없는 조연들 연기가 큰 역할을 함
533,사랑의 불시착,Topic2,내 최애 커플 둘리 커플 두번 봐도 재밌다 오늘도 난 일 없소
534,사랑의 불시착,Topic2,매력적인 조연들이 많아 좋았다 또 서지혜가 평범한 캐릭터와 다르게 악역이 아니라서 좋았다
535,사랑의 불시착,Topic3,시간이 지나서 또 보고 싶은 드라마를 볼 때 또는 드라마에서 느끼는 행복은 크지 않다 드라마를 본 후에 느끼는 그리움이 진짜 드라마의 묘미이다
536,사랑의 불시착,Topic3,그래도 말도 안 되는 판타지 보면서 잠시나마 마음은 따뜻했다
537,사랑의 불시착,Topic3,세상에서 제일 만나기 어려운 두 사람의 사랑 이야기를 완벽하게 풀어낸 수작
538,사랑의 불시착,Topic3,사람이 죽기 전에 아주 잠깐 자신의 생에서 가장 행복했던 순간이 지나간다고 하잖아 아마 그 순간 중 지금이 있을 거야
539,사랑의 불시착,Topic3,생각해 본다 어떤 게 사랑일까 내가 그렇듯 당신도 내 걱정을 했으면 날 그리워해줬으면 하는 마음 그게 사랑일까 아니면 당신이 나와는 달리 아무런 걱정도 없었으면 그리울 것도 없이 다 잊었으면 이런 게 사랑일까 그것도 아니면 당신을 만나기 위해 그 모든 일들을 처음부터 다 다시 겪어야 한대도 그러고 싶은 마음이 사랑일까
540,스토브리그,Topic0,이렇게까지 해야 꼴지 탈출 가능하다니 그냥 야구를 잊기로 했다
541,스토브리그,Topic0,철저한 데이터와 홈런 같은 짜릿함으로 절정의 단짠단짠 이거 너무 반칙 아닌가요
542,스토브리그,Topic0,우리는 야구를 못해요 우리는 야구를 드릅게 못해요 우리는 몇 년째 야구를 드릅게 못해요
543,스토브리그,Topic0,철저하게 팬의 관점에서 풀어낸 야구라는 가치
544,스토브리그,Topic0,버거운 함축도 이해의 수용 범위하지만 그 범위 밖에서 꿈틀대는
545,스토브리그,Topic1,그저 그런 스포츠 드라마인 줄 알았더만 그 이상의 이상과 현실이 담겨져 있었다
546,스토브리그,Topic1,러브스토리만 안 나오면 이 드라마는 올해 본 보석 중 하나가 될 것 같다
547,스토브리그,Topic1,초반부가 개꿀잼 중반부 사연이 개취가 아니라
548,스토브리그,Topic1,처음으로 무언가를 지켜낸 백승수 단장의 옅은 미소는 그 어떤 성과보다도 값지다
549,스토브리그,Topic1,대사는 이렇게 쓰는 거라는 거각자 캐릭터들의 대사를 보며 배웠다 나는 특히 백승수 단장의 대사 중에 이게 제일 마음에 들었다 터무니없이 깎은 금액에 아래 놈들끼리만 그렇게 진흙탕 싸움을 한다는 게 그 진흙탕 싸움에서 이기니까 더 화가 나고 됐고 당신 연봉만큼 선수들 연봉 총액 올려줄 테니까 정정보도해 너 연봉 받고 일하라고 네 그렇게 즉흥적으로 줄 수 있는 그 돈 때문에 우리가 협상 과정에서 얼마나 얼굴 붉히고 자존심 상했는지 잘 한 번 생각해 보십시오
550,스토브리그,Topic2,본인도 모르는 본인 가치를 우리가 왜 인정해 줘야 합니까
551,스토브리그,Topic2,야구팬이면서 스토브리그를 보지 않은 자유죄
552,스토브리그,Topic2,선 넘다가 다시 선 안으로 들어온 본격 변화구 드라마 박은빈 배우의 발성이 아주 일품
553,스토브리그,Topic2,매력적인 케릭터들과 탄탄한 스토리 몰입도 쩌는 연출까지 박자가 똻
554,스토브리그,Topic2,시즌 전 단장의 고충 역할을 정말 잘 보여준 드라마라고 생각한다 재미도 있고 현실적이어서 보는 내내 몰입할 수 있었다
555,스토브리그,Topic3,한 사람만의 드림이 아닌 모두의 드림즈가 되어 간 과정
556,스토브리그,Topic3,경쟁 사회에 악당이 어디 있냐다 악당이 될 수밖에 없지
557,스토브리그,Topic3,처음엔 넷플릭스고 왓챠고였는데 어느 순간 식당 티비에서 보이는 드라마였다
558,스토브리그,Topic3,인생에 변곡점 스트라이크도 볼도 아닌 파울일지라도 모두에게 모두가 기댈 수 있는 팀을 만나기를 내 인생 최고의 드라마
559,스토브리그,Topic3,위로에 집착하다 보면 그 기억에서 헤어나오지 못할 거야
560,왓쳐,Topic0,에서만 할 수 있는 드라마 김영군을 빼고는 끝까지 사실 저 사람 나쁜 사람인가 계속 의심하게 만드는 쫄깃함이 있다
561,왓쳐,Topic0,숨겨진 명작인데 진짜 재밌어의 반란 마지막의 마지막의 마지막까지 재밌음
562,왓쳐,Topic0,무려 한석규화까지 관람하니 차라리 한석규를 둘러싼 의심이 의심이 아니길 바란다프리즌에서의 그 광기를 또 다른 형식으로 내비춰 줬으면 하는 변태같은 팬심 때문에
563,왓쳐,Topic0,와 이거 왜 뒤로 갈수록 재밌어 뭐지 용두사미가 아니야 결말 사이다 서강준이 막 째려봐 한석규 발음도 이제 잘 들린다 귀가 좋아졌나 자꾸 봐서 익숙해져서 그런가 김현주 너뮤 멋있다
564,왓쳐,Topic0,아쉬운 것도 많았는데 결말 때문에 다 잊어버렸다 결말은 정말 최고 아무래도 다시 봐야겠다
565,왓쳐,Topic1,분위기 너무 좋다 대사가 안 들려서 그렇지
566,왓쳐,Topic1,내가 정의라고 행한 행동이 다른 사람에겐 불의일 수 있다
567,왓쳐,Topic1,아직 보는 중근데 피곤하다 너무 무게 깐다 다 주인공이야
568,왓쳐,Topic1,신념과 위선 그 사이에 그어진 얕은 선을 가장 잘 그려 낸 부작 영화
569,왓쳐,Topic1,사건 위주가 아닌 사건 속 인물에 포커스한 장르물이 번분기 최고작이다 각자의 캐릭터성이 외적으로 더 강화되었더라면 작법이 매력 있었다
570,왓쳐,Topic2,말이 안 된다고 생각하면서도 연출과 연기력에 휘감겨서 봤네
571,왓쳐,Topic2,연출도 연기도 다 좋은데 왜 지루하지
572,왓쳐,Topic2,감시자의 감시자의 감시는 누가 하는가
573,왓쳐,Topic2,김현주의 대사 전달력은 완벽에 가깝다
574,왓쳐,Topic2,계속 혼란을 주는 작품 배우들 연기력 최고
575,왓쳐,Topic3,정의란 무엇인가 인간다움은 어디에서 오는가
576,왓쳐,Topic3,재미있게 보았으나 한국 드라마는 마무리가 아쉽다 특히 이쪽 장르는 심하다 그러니 별점을 짜게 주고 간다
577,왓쳐,Topic3,오늘 일 앞으로 기억날 거야 언젠간 네가 날 이해해주길 바라지만 이해 못하겠다면 그냥 아저씨 미워해
578,왓쳐,Topic3,세련된 오프닝 이야기는 글쎄 긴장이 떨어지는 부분을 다시 봄
579,왓쳐,Topic3,꼼꼼한데 한방이 없다 강한 임팩트 한방이면 엄청난 드라마가 되었을 텐데
580,그림자 미녀,Topic0,재밌어 흡입력 있거근데 연기 좀 제발 연기 무슨 일들이야
581,그림자 미녀,Topic0,심달기 연기 기괴하고 소름 끼쳐서 보는 내내 숨막힘 대사에 자연스러운 부분이 없다는 사실도 숨막히게 함
582,그림자 미녀,Topic0,뻔하디 뻔한 주제면서 은근 다음화 기다리게 한단 말이지 은근 아니고 대놓고임
583,그림자 미녀,Topic0,보이지 않는 신분과의 악용으로 인한 사회의 패착이나 경연기 진짜 잘한다 이쁘고 귀엽기만 한 줄 알았는데
584,그림자 미녀,Topic0,스타 왕따청소년 외모 지상주의 드라마 소개 영상
585,그림자 미녀,Topic1,뒤에 내용 궁금해서 바로 웹툰 결제함 몰입도 최고
586,그림자 미녀,Topic1,근데 둘이 이야기 할 때 자꾸 둘이 연결되면 정말 잘 어울릴 것 같은데 그리고 애진이가 하늘이를 보고 속으로 너가 더 예쁘다고 할 때 이건 사랑 아니냐고 애진이랑 하늘이랑 사귀면 좋겠다 근데 헤테로 연애 기준인 이 세상에서 그런 결말은 대놓고 퀴어영화 아니면 안 하겠죠 그렇다고 해서 하늘이가 애진이에게 했던 행동들이 정당화 되는 것도 아니고 면죄부가 되는 것도 아니지만 말이다
587,그림자 미녀,Topic1,보면서 궁금한 건데 호인이랑 하늘이는 어케 사귀게 된 거임
588,그림자 미녀,Topic1,처음엔 유치하다고 느껴져도 점점 몰입하게 만든다 용두사미에 점깎음
589,그림자 미녀,Topic1,솔직히 잘모르겠다 하늘이가 괴롭혔던 것도 애진이가 지니인척 하는 것도 둘 다 잘못한 것은 맞으나 그렇다고 다른 친구가 하늘이에게 똑같이 괴롭혔다고 하늘이 잘못이 없으지는 것은 아니며 애진이와 하늘이가 저렇게 다시 가까워질 수가 있나
590,그림자 미녀,Topic2,진성이한테 왜 굳이 사투리 설정 준 건지 모르겠음 전개 궁금해서 화쯤 보다가 웹툰부터 정주행했는데 각색 괜찮게 들어간 것 같다 진성이 사투리 설정 빼고 심달기 배우 믿고 본 건데 양하늘 역 배우가 진짜 너무 너무 좋아짐
591,그림자 미녀,Topic2,재밌어 흡입력 있거근데 연기 좀 제발 연기 무슨 일들이야
592,그림자 미녀,Topic2,괜찮은 소재 심달기 배우 현실감짱짱 연기 때문에 별개진성이 어색한 사투리랑 반장 연기 때문에 개빨리 어른편 나와라
593,그림자 미녀,Topic2,진성이 아련해 근데 사투리는 쓰지 말어
594,그림자 미녀,Topic2,뻔한 듯 시작해서 몰입하게 되는 스토리 심달기 배우 연기는 진짜 극중 캐릭터랑 너무 너무 잘 어울림 그리고 몇몇 배우들 연기 진짜 하연기력 때문에 몰입 깨진 적이 한두 번이 아님
595,그림자 미녀,Topic3,지루한 구간이 없이 매회 흥미진진하고 주연 배우 연기가 몰입하게 만든다 남은 회차도 기대중
596,그림자 미녀,Topic3,마음 속에 가지고 있는 상처를 보여주지 않으면 가까워질 수 없고 상처를 모두 드러내고 나면 멀어진다 나를 숨기지 않아도 여전히 곁에 있는 사람들에게 고맙다 어릴 때는 이런 생각을 별로 하지 않았던 것 같은데 오랜 시간을 자연스럽게 공유하는 관계가 사라지고 나서는 자주 하게 되는 것 같다 남자 배우들 연기주의 짧은 러닝타임 그리고 매회 정말 잘 끊는다
597,그림자 미녀,Topic3,내 자신을 그리고 다른 누군가의 본연의 모습을 사랑할 수 있는 내가 되기를
598,그림자 미녀,Topic3,유치한데 재밌음 아이돌 팬들 억장 무너지는 소리 들림
599,그림자 미녀,Topic3,있는 그대로 보여 줘 완벽하지 않아도 괜찮은 걸 느낄 거야 가면을 벗어 봐 너를 사랑하는 사람들만 너를 바라보고 있을 거야
600,동백꽃 필 무렵,Topic0,요즘 같은 각박한 세상에 이렇게 서로를 보듬어 주게끔 만들어 주는 드라마가 있다는 게 기적이죠 따듯하네요
601,동백꽃 필 무렵,Topic0,우린 서로에게 기적 같은 존재야 고마워
602,동백꽃 필 무렵,Topic0,아니 강스카이 이렇게 귀여워도 되는 거야 서로가 서로에게 기적인 사람 우리 모두가 그런 사람이에요
603,동백꽃 필 무렵,Topic0,서로가 서로에게 기적이 되는 그런 세상
604,동백꽃 필 무렵,Topic0,까불이 따위가 위협할 수 없는 한편의 따수운 사람 냄새 나는 드라마
605,동백꽃 필 무렵,Topic1,캐릭터들의 매력과 호연이 스릴러가 있음에도 힐링을 선사한다
606,동백꽃 필 무렵,Topic1,웃음도 슬픔도 분노도 즐거움도 전부 다른 누군가가 주는 것이지만 그럼에도 항상 축은 내 안에 둘 것 나는 나를 믿어요 동백이는 동백이가 지켜
607,동백꽃 필 무렵,Topic1,아무리 요즘 드라마에 다양한 장르가 있다고 하지만 이렇게 다양한 장르가 짬뽕이 되었는데도 균형을 잃지 않고 다 재밌는 게 없었다 앞으로 이 드라마의 작가와 감독 작품은 눈여겨봐야 한다
608,동백꽃 필 무렵,Topic1,수줍은 듯 또 할 말 꼭 하는 동백이 안쓰러우면서도 대단하다 그리고 그 동백이를 아끼는 주변 인물들이 같이 짠하고 그렇다 잘 이겨 내나가는 동백이가 되어 가는 것 같아 기분 좋았던 드라마
609,동백꽃 필 무렵,Topic1,현실적이면서 비현실적이고 비현실적이면서 현실적이고 어쨌든 재밌다 담편 주세요 끝발 딸렸지만 중후반부까지 재밌었으니 별 반 개만 깎음
610,동백꽃 필 무렵,Topic2,공효진 나오는 드라마라 뭔 내용인지도 모르고 보기 시작 끝까지 재미나게 잘 봤다 까불이는 어디에나 있고 누구나 될 수 있고 또 계속 나올 거라고 하지만 까불이는 쪽수에 안된다
611,동백꽃 필 무렵,Topic2,공효진 때문에 보기 시작했다가 모든 주조연 배우들에 빠져버린 드라마 그냥 흘러가는 부분이도 없이 꽉 들어찬 드라마
612,동백꽃 필 무렵,Topic2,용식씨 당신 충청도 사투리 너무 귀여워 당신 때문에 또 정주행했잖아
613,동백꽃 필 무렵,Topic2,공효진이 이렇게 예뻤나 캐릭터들이 너무 잘 들어맞았고 연기와 스토리까지 너무 좋았다 인생드라마 등극
614,동백꽃 필 무렵,Topic2,용식이의 노빠꾸에 나는 감동해 버렸다 효진 씨가 간만에 정말 이쁘고 매력 넘친다는 역할로 등장
615,동백꽃 필 무렵,Topic3,부모의 사랑이 자식에게 닿는 여러 갈래의 이야기가 슴먹먹하고 너무 따뜻해지는 년 최고의 드라마
616,동백꽃 필 무렵,Topic3,나의 아저씨 이후 인생 드라마 탄생 밝은 버전의 나의 아저씨
617,동백꽃 필 무렵,Topic3,남녀 간의 사랑뿐 아니라 그들의 삶의 애환을 위로하는 모습이 좋았다 마음이 따뜻해지는 드라마
618,동백꽃 필 무렵,Topic3,나중에 말고 당장 야금야금 부지런히 행복해야 돼 행복은 좇는 게 아니라 음미야 음미
619,동백꽃 필 무렵,Topic3,세상에 없었던 드라마 이렇게 설레고 웃기고 긴장되고 가슴 찡했던 드라마를 본 기억이 있었던가 자식은 늘 아홉을 뺏고도 하나를 더 달라고 조르는데 부모는 열을 주고도 하나가 더 없는 게 가슴 아프다
620,백일의 낭군님,Topic0,인생은 두 가지 길이 있다 한다 하나는 아무것도 기적이 아닌 것처럼 사는 것이고 다른 하나는 모든 것이 기적이라고 생각하며 사는 것 돌이켜보면 너의 낭군으로 살았던 그 백일간은 내게 모든 순간이 기적이었다 마음은 얻는 것이 아닙니다 주는 것일 뿐
621,백일의 낭군님,Topic0,디오의 멜로 눈빛 정말 만족스러웠다 배우는 눈빛이다
622,백일의 낭군님,Topic0,기대 없이 봤는데 소소하게 귀엽고 동화같이 예쁜 드라마였다
623,백일의 낭군님,Topic0,엔딩이 가벼운 듯 괜찮다 나만 괜찮은가
624,백일의 낭군님,Topic0,진짜 엄청 재밌었는데 마지막에 삐끗
625,백일의 낭군님,Topic1,뻔한 것들을 모았어도 호연이 주는 즐거움
626,백일의 낭군님,Topic1,허투루 쓰인 캐릭터 대사 장면 하나 없이 갱장헌 드라마였다
627,백일의 낭군님,Topic1,부작으로 편성했으면 어땠을까 하는 아쉬움이 들지만 그래도 귀엽고 재밌고 귀엽고 재밌고 귀엽고 재미있다
628,백일의 낭군님,Topic1,다 보지 않고도 점 줘 버리는 힐링 드라마 클라스 우리 경수님에게 입덕하게 해주셔서 감사합니다
629,백일의 낭군님,Topic1,뜻밖의 인연에서 시작되었다고 생각했는데 너무나 한결같았던 인연 처음 지루함을 넘겨야 만날 수있는 재미
630,백일의 낭군님,Topic2,도경수목소리 넘나다정해 하나도 불편하지 않아
631,백일의 낭군님,Topic2,시작부터 끝까지 완벽함 뻔하지 않은 내용과 배우들 연기들도 뛰어남
632,백일의 낭군님,Topic2,여기 나왔던 조연 배우들이 너무 유명해졌다 다시는 이런 조합으로 못하겠지
633,백일의 낭군님,Topic2,모든 배우들이 배역에 잘 어울렸고 연기구멍도 없고 내용도 따뜻하고 재밌었다
634,백일의 낭군님,Topic2,어느 배우 한 명도 조연으로 느껴지지 않은 캐릭터 하나하나 매력적인 드라마
635,백일의 낭군님,Topic3,절대 잊을 수 없는 사랑은 이뤄지지 않는 사랑이라 했으니
636,백일의 낭군님,Topic3,나는 만나지 못한 너의 스무 살을 사랑했다 그리고 앞으로 난 너의 수많은 날을 사랑할 것이다
637,백일의 낭군님,Topic3,원녀와 광부는 행복하게 잘 살았답니다 끝사서 나으리 정제윤 목소리랑 웃는 모습 갱장허네 굉장혀
638,백일의 낭군님,Topic3,유튜브로 빠르게 조짐 얽히고  섥힌 사랑 이야기
639,백일의 낭군님,Topic3,처음엔 이상했고 나중엔 신기했고 생각해 보니 이건 운명이 아닌가
640,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic0,초반의 신선함을 마지막까지 가져가지 못한 것이 못내 아쉽다
641,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic0,비밀인데요 현관을 두리번거리는 게 습관이 되었어요
642,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic0,동경이가 결국 살고 싶다 라고 멸망의 품에 안겨 토해내는 울음에서 우리나라 여성들의 높은 자살율이 떠오른다 자신의 감정을 숨기고 살아내야 하는 사회 숱한 차별 장녀로서의 희생 그 모든 것들에서
643,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic0,취향저격 내용 클리셰던 뭐던 재밌어
644,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic0,어딘지 모르게 늑대소년 느낌이 물씬 난다 멸망 사람 만들기
645,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic1,그림체는 달라서 너무 좋았는데 그랬는데 없어 뭐가 없어
646,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic1,서인국 얼굴이 맛있어서 보고 있기는 한데 이게 정말 최선이었나라는 생각을 멈출 수가 없음 그리고 주인공들 감정선이 이해가 안되묘이런 내용의 백묘 소설을 본 적이 잇는 것같은디
647,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic1,음악이 영화 지구 최후의 밤과 비슷한 느낌이 다우울하고 매력적이네 첫화 구경했을 땐 너무 무겁다
648,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic1,소재도 신선하고 출연진도 다 좋은데 뭐가 문제였을까 애틋한 감정선을 따라갈 수가 없어 드라마에 빠져지지가 않았다
649,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic1,가벼울 수도 있는 소재를 가볍지 않게 다뤘다 생각해 볼 만한 질문도 가끔 던져 주었고
650,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic2,박보영 너무 귀엽다 서인국 너무 매력쩐다 끝드라마보다 배우들이 더 돋보였다
651,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic2,멸망이라는 나비를 밑거름으로 키운 꽃이 인간이라니 작가님 세계 엄청나다 우아
652,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic2,보영 언니 연기 왤케 잘해요 러블리한 거에 연기력까지 미치니까 저도 미쳐요 서인국 나른폭스 섹시하게 나와서 조음
653,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic2,멜로가 낯설어졌을 때 보고 나서 다시 멜로가 좋아졌다
654,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic2,이수혁 배우님의 연기를 볼 수있어서 넘넘 좋아요홧팅
655,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic3,마지막 회를 보면서 이건 신에 대한 이야기라는 생각이 들었다 이야기 속의 신이 인간을 사랑한다면 그리고 인간이 끝내 그 사실을 알게 된다면 나는 그 이야기를 사랑하지 않을 수 없다
656,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic3,그럼 멸망은 새로이 태어나는 건가 우주를 한사람으로 한사람을 우주로 그것이 사랑이다
657,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic3,유치하지만 서인국에게 심쿵인 거 인정합니다
658,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic3,인간은 누구나 시한부다 그걸 모를 때만 영원히 산다
659,어느 날 우리 집 현관으로 멸망이 들어왔다,Topic3,사랑은 사랑하는 사람이 원하는 걸 알아봐주고 행동하는 것 사람보다 낫다
660,카이로스,Topic0,마지막까지 무슨 일 일어날까봐 조마조마하면서 봄개 재밌다 진짜
661,카이로스,Topic0,뭔가 다들 엄청 재밌다고 하는데 난 그냥 쏘쏘웰메이드 드라마는 확실한 것 같다
